User ID,Enrollment Date,Subscription Plan,Course Completion Rate,Courses Enrolled,Login Frequency (per month),Time Spent per Session (mins),Last Active Date,Forum Participation,Quiz Participation Rate,Assignment Submission Rate,Video Watch Completion Rate,Survey Response (1-5),Feedback Sentiment,Support Ticket Sentiment,Incomplete Courses Count,Engagement_inper,churn,Course Reminder Response,Gamified Progress Engagement,AI Recommendation Click Rate
U0170,21-05-2023,Standard,28.47,5,28,72.6,02-11-2023,45,63.38,74.93,14.37,3,Neutral,Positive,3,85.4,0,Not Clicked,Inactive,22.16
U0171,14-12-2022,Basic,32.13,8,3,45.6,02-06-2023,36,25.32,96.47,70.99,5,Neutral,N/A,1,77.15,1,Not Clicked,Active,37.97
U0172,18-04-2023,Basic,27.5,3,14,97,19-06-2023,27,55.53,7.36,53.37,2,Positive,Neutral,4,6.47,0,Not Clicked,Inactive,36.04
U0173,19-08-2022,Standard,66.17,5,8,68.8,12-01-2023,30,52.76,5.34,14.38,3,Positive,Positive,1,62.11,0,Not Clicked,Inactive,39.17
U0174,09-07-2022,Standard,90.17,3,24,100,10-05-2023,10,65.54,93.76,0.92,2,Negative,Neutral,3,23.53,0,Clicked,Active,79.35
U0175,13-08-2022,Basic,54.7,3,27,77.6,20-01-2023,22,23.32,52.99,80.82,3,Positive,N/A,1,55.75,0,Not Clicked,Active,32.42
U0176,20-01-2023,Standard,32.87,3,28,95.2,09-06-2023,1,86.44,61.49,17.62,1,Positive,N/A,3,95.69,0,Not Clicked,Inactive,50.19
U0177,12-01-2023,Premium,64.64,7,1,73.8,11-12-2023,39,30.94,48.24,60.62,2,Negative,Neutral,4,87.91,0,Not Clicked,Inactive,62.39
U0178,10-10-2022,Standard,84.94,7,10,52.6,14-01-2023,40,69.41,9.37,33.69,2,Neutral,Positive,0,40.45,1,Not Clicked,Inactive,23.22
U0179,25-09-2023,Standard,79.34,7,18,115.2,02-05-2024,26,1.61,76.81,58.55,4,Neutral,Neutral,0,29.15,1,Not Clicked,Active,71.87
U0180,20-09-2023,Premium,90.52,8,16,67.2,01-11-2023,34,37.27,74.72,31.57,2,Positive,Positive,1,23.44,0,Not Clicked,Active,54.71
U0181,16-09-2022,Premium,42.23,5,8,74.6,04-07-2023,1,35.17,31.17,8.69,5,Positive,Positive,3,53.25,1,Clicked,Active,44.68
U0182,25-12-2022,Standard,35.52,5,1,30.4,11-04-2023,38,54.35,30.62,22.3,3,Positive,Neutral,0,11.42,0,Not Clicked,Active,80.98
U0183,11-12-2023,Premium,90.39,4,12,76.9,01-09-2024,36,7.27,83.78,18.81,1,Neutral,N/A,3,54.93,0,Not Clicked,Inactive,24.35
U0184,01-04-2023,Premium,72.6,7,8,70.7,04-07-2023,20,79.01,7.24,42.8,5,Positive,Negative,4,0.13,0,Not Clicked,Inactive,88.32
U0185,15-02-2023,Premium,44.87,4,24,26.3,03-11-2023,4,21.78,88.11,65.83,5,Neutral,Positive,1,32.38,1,Clicked,Active,56.1
U0186,11-10-2023,Basic,79.39,2,16,11.9,18-08-2024,44,67.7,25.67,26.38,5,Neutral,Neutral,3,21.99,1,Not Clicked,Active,60.92
U0187,14-11-2022,Standard,85.21,4,18,74.5,23-01-2023,20,80.32,59.3,1.21,5,Positive,N/A,1,97.12,1,Not Clicked,Active,87.51
U0188,08-11-2023,Basic,69.2,8,4,92.8,13-06-2024,28,56.19,93.6,51.89,1,Positive,N/A,3,72.72,0,Clicked,Inactive,81.76
U0189,13-08-2022,Basic,75.03,9,6,65.2,02-09-2022,19,74.09,67.81,60.58,4,Positive,Negative,3,34.97,0,Not Clicked,Active,60.16
U0190,22-08-2022,Standard,50.02,3,12,31.1,21-11-2022,37,66.19,41.44,96.29,2,Neutral,N/A,4,9.28,1,Clicked,Inactive,75.32
U0191,15-11-2023,Standard,63.1,7,27,81.7,20-03-2024,19,35.55,68.95,58.95,5,Neutral,N/A,1,51.68,0,Not Clicked,Active,43.33
U0192,26-10-2023,Premium,61.93,9,9,14.2,13-01-2024,49,80.89,34.4,47.12,2,Neutral,Positive,2,21.34,0,Clicked,Inactive,54.74
U0193,09-01-2023,Basic,87.84,4,15,55.8,16-11-2023,24,29.47,27.73,57.34,2,Positive,Neutral,3,53.64,0,Clicked,Active,6.21
U0194,03-11-2023,Premium,87.2,3,16,23.8,27-06-2024,1,57.12,99.67,92.79,5,Positive,N/A,3,83.54,0,Clicked,Active,8.99
U0195,31-08-2023,Standard,86.61,5,24,26.2,28-02-2024,31,74.54,75.08,82.84,4,Neutral,Neutral,0,61.58,0,Not Clicked,Inactive,82.94
U0196,17-04-2023,Standard,20.88,1,12,28.3,11-05-2023,25,37.9,64.47,32.3,2,Positive,Positive,1,63.38,0,Clicked,Active,5.97
U0197,21-08-2022,Premium,79.96,3,24,49.5,23-01-2023,5,30.28,35.53,23.73,3,Neutral,Neutral,2,54.1,0,Not Clicked,Active,16.94
U0198,23-11-2023,Standard,80.69,8,23,10.9,27-11-2023,40,45.93,4.92,26.26,2,Neutral,Negative,4,92.73,0,Not Clicked,Active,79.58
U0199,23-04-2022,Basic,74.27,8,14,50.7,20-08-2022,2,81.8,3.11,50.44,5,Positive,N/A,2,93.19,0,Not Clicked,Active,0.11
U0200,12-05-2023,Premium,80.5,4,13,63.8,12-02-2024,32,92.99,55.42,74.4,1,Positive,Neutral,4,51.27,0,Clicked,Active,28.24
U0201,18-03-2023,Basic,87.36,2,25,60.6,04-04-2023,0,54.51,76.2,50.32,2,Positive,Neutral,2,30.58,0,Not Clicked,Inactive,58.4
U0202,18-07-2023,Basic,57.63,8,2,49,31-01-2024,4,66.15,53.74,6.78,4,Positive,N/A,2,45.96,0,Not Clicked,Inactive,59.54
U0203,25-09-2022,Premium,60.16,8,3,101.5,20-11-2022,12,90.33,84.08,72.36,3,Neutral,Neutral,1,18.66,0,Clicked,Active,77.72
U0204,25-05-2023,Basic,29.98,4,26,21.7,25-08-2023,18,9.85,3.34,80.6,3,Neutral,Positive,0,63.63,0,Clicked,Active,50.59
U0205,21-01-2023,Standard,50.83,3,24,63.2,08-02-2023,11,23.21,36.68,28.95,1,Neutral,N/A,2,50.01,1,Clicked,Active,50.94
U0206,22-01-2023,Basic,71.47,2,22,12.1,09-01-2024,47,70.89,23.71,66.41,1,Neutral,Neutral,3,10.33,1,Not Clicked,Active,72.53
U0207,23-04-2022,Premium,82.43,9,10,13.2,01-11-2022,24,82.37,44.73,42.66,2,Positive,Neutral,3,19.76,0,Clicked,Active,49.86
U0208,05-09-2023,Basic,37.38,1,9,71,28-04-2024,34,85.7,7.24,88.91,5,Positive,Negative,3,47.96,0,Clicked,Inactive,60.85
U0209,17-09-2023,Premium,31.03,7,26,70.1,19-06-2024,11,41.51,95.41,84.52,4,Neutral,Positive,0,88.76,1,Not Clicked,Active,89.78
U0210,22-03-2022,Standard,73.04,5,20,106,03-11-2022,29,8.93,22.33,52.54,3,Positive,N/A,2,56.64,0,Not Clicked,Active,40.15
U0211,30-11-2023,Basic,20.15,8,8,69.2,19-07-2024,4,43.78,92.23,69.15,1,Neutral,Neutral,4,68.15,0,Not Clicked,Inactive,38.51
U0212,23-04-2022,Standard,34.27,4,10,115.4,01-06-2022,33,23.07,42.59,88.33,4,Neutral,Neutral,4,33.9,0,Not Clicked,Inactive,0.35
U0213,02-01-2022,Premium,22.33,7,19,10.6,20-11-2022,21,29.12,98.55,49.57,5,Positive,Positive,1,57.14,0,Clicked,Inactive,61.34
U0214,04-10-2023,Standard,33.35,5,3,16.3,04-03-2024,38,77.23,55.41,31.33,3,Positive,Neutral,0,44.74,0,Not Clicked,Inactive,2.98
U0215,08-08-2022,Basic,34.51,5,24,10.1,12-12-2022,12,7.55,93.08,75.37,3,Positive,N/A,2,65.91,1,Clicked,Inactive,50.41
U0216,20-07-2023,Standard,51.01,9,5,26.3,12-03-2024,46,82.76,0.53,22.01,5,Neutral,N/A,3,5.06,1,Not Clicked,Active,80.42
U0217,13-08-2022,Standard,52.19,9,3,67.2,06-10-2022,2,42.77,74.82,38.85,3,Positive,N/A,0,49.33,0,Not Clicked,Active,54.99
U0218,20-01-2023,Standard,89.94,9,26,79.2,10-07-2023,19,59.61,90.31,86.57,5,Negative,Neutral,0,29.6,0,Clicked,Active,26.96
U0219,07-02-2023,Standard,60.81,6,27,10.2,26-05-2023,30,8.97,13.97,72.44,3,Positive,N/A,2,32.62,0,Not Clicked,Inactive,78.62
U0220,30-09-2023,Standard,77.87,6,16,113.8,17-09-2024,4,33.74,9.61,40.38,2,Negative,Neutral,1,96.09,0,Clicked,Inactive,26.97
U0221,10-05-2022,Basic,28.33,5,17,101.8,09-11-2022,23,8.97,42.46,21.47,5,Positive,N/A,1,18.27,0,Clicked,Active,73.3
U0222,22-02-2022,Standard,38.04,9,15,39.1,07-09-2022,39,96.15,93.37,35.6,4,Positive,N/A,1,31.12,0,Not Clicked,Inactive,61.03
U0223,15-11-2023,Standard,76.24,8,3,13.9,09-02-2024,32,80.73,54.24,28.41,2,Neutral,Neutral,3,50.99,0,Not Clicked,Inactive,17
U0224,31-12-2023,Basic,24.22,7,12,24.5,18-07-2024,7,45.96,52.75,17.61,4,Neutral,Neutral,3,86.3,0,Not Clicked,Inactive,90.51
U0225,03-11-2023,Premium,58.93,7,9,19.6,04-10-2024,23,22.36,14.11,74.33,3,Positive,Positive,2,41.67,0,Not Clicked,Inactive,20.06
U0226,11-12-2023,Standard,67.95,6,21,19.2,27-10-2024,49,93.35,0.08,25.21,4,Neutral,Neutral,1,74.39,1,Not Clicked,Inactive,98.96
U0227,20-02-2023,Standard,68.17,5,12,64.6,21-11-2023,19,34.46,81.01,45.42,2,Neutral,N/A,2,85.64,0,Clicked,Active,0.73
U0228,04-09-2022,Premium,21.83,4,26,33.3,02-04-2023,15,16.1,8.76,38.59,5,Positive,Positive,1,31,1,Clicked,Active,26.35
U0229,15-03-2023,Standard,45.77,3,15,46.2,10-07-2023,49,56.32,63.38,98.21,1,Positive,Positive,0,39.28,0,Clicked,Active,19.99
U0230,22-07-2022,Premium,70.92,3,2,118.8,28-01-2023,11,94.38,91.46,39.11,4,Neutral,Positive,4,35.66,0,Clicked,Active,1.4
U0231,03-07-2022,Standard,31.92,6,23,83.7,13-08-2022,12,0.38,20.87,8,1,Positive,N/A,4,83.29,0,Not Clicked,Active,73.24
U0232,03-05-2022,Basic,75.63,4,18,114.1,13-06-2022,44,23.81,66.53,8.98,4,Positive,Neutral,1,4.43,0,Clicked,Inactive,69.34
U0233,05-02-2023,Standard,79.67,6,20,21.4,16-12-2023,41,93.84,7.87,59.08,4,Neutral,Positive,2,30.84,0,Clicked,Inactive,79.24
U0234,21-10-2022,Standard,98.56,3,12,48.9,23-07-2023,38,17.11,60.38,59.94,5,Positive,Neutral,3,67.94,1,Clicked,Inactive,25.67
U0235,07-10-2022,Standard,36.79,4,23,68.8,31-08-2023,24,11.32,16.39,41.88,3,Positive,Negative,1,56.54,1,Not Clicked,Active,44.43
U0236,02-09-2023,Basic,86.01,9,4,13.8,18-09-2023,45,57.02,73.6,43.18,2,Negative,Neutral,1,43.63,0,Not Clicked,Active,65.91
U0237,17-07-2022,Basic,61.62,5,23,5.5,25-04-2023,31,86.18,30.12,5.39,2,Positive,N/A,3,53.99,0,Clicked,Active,43.98
U0238,26-05-2023,Basic,49.88,7,16,82.1,07-02-2024,23,47.71,46.34,51.65,2,Neutral,Neutral,1,19.76,0,Not Clicked,Active,69.73
U0239,24-05-2022,Basic,29.79,2,23,78.8,25-07-2022,47,99.46,59.94,50.47,3,Neutral,Neutral,0,43.07,0,Clicked,Active,63.4
U0240,01-09-2023,Standard,78.84,5,16,52.2,01-11-2023,46,67.92,17.13,14.95,1,Positive,Positive,3,50.17,0,Not Clicked,Active,11.46
U0241,20-07-2022,Basic,38.87,9,1,61.3,27-10-2022,43,7.41,74.16,10.38,2,Positive,Positive,0,90.12,0,Clicked,Active,78.1
U0242,04-05-2022,Standard,49.71,3,22,52.8,22-05-2022,8,99.28,30.26,12.36,1,Positive,Neutral,4,26.08,0,Clicked,Inactive,72.07
U0243,06-07-2022,Standard,25,9,25,7.8,22-07-2022,39,40.79,66.24,10.1,3,Positive,Neutral,3,86.78,0,Not Clicked,Active,65.58
U0244,22-11-2022,Standard,84.11,6,2,43.6,12-10-2023,49,28.74,15.83,60.97,3,Neutral,Negative,3,64.42,0,Not Clicked,Inactive,15.51
U0245,09-04-2023,Premium,81.33,4,3,25.4,10-12-2023,22,55.79,68.81,19.65,5,Neutral,Positive,2,2.03,0,Clicked,Active,26.8
U0246,15-12-2022,Standard,78.69,7,26,16.3,22-08-2023,49,30.43,12.82,25.14,2,Positive,Positive,2,72.46,0,Not Clicked,Inactive,39.32
U0247,22-10-2023,Standard,43.96,8,21,115,10-01-2024,12,8.65,42.54,17.36,5,Positive,N/A,3,3.56,1,Not Clicked,Active,27.99
U0248,07-02-2023,Standard,33.88,6,25,73.9,17-03-2023,31,0.14,24.72,95.78,2,Positive,Neutral,4,99.74,0,Not Clicked,Active,22.78
U0249,12-12-2022,Basic,71,5,20,88.8,16-01-2023,49,44.96,74.84,85.46,3,Positive,N/A,1,87.26,1,Clicked,Active,80.54
U0250,26-05-2023,Premium,59.69,6,17,41.3,08-12-2023,14,83.69,26.2,23.05,3,Positive,N/A,2,29.73,1,Clicked,Inactive,63.82
U0251,27-05-2022,Basic,34.26,5,20,50.2,31-10-2022,35,57.23,88.17,32.76,4,Positive,Neutral,4,25.74,1,Not Clicked,Active,56.55
U0252,28-05-2022,Basic,74.87,8,22,32.2,17-12-2022,48,99.92,89.18,20.99,4,Neutral,N/A,4,38.14,1,Clicked,Active,22.6
U0253,12-12-2023,Standard,99.29,1,21,16.2,24-06-2024,4,28.68,19.64,49.19,3,Positive,Neutral,2,35.62,0,Clicked,Inactive,91.81
U0254,04-05-2023,Basic,79.78,7,29,25.6,05-12-2023,21,28.05,61.38,1.96,3,Positive,Positive,1,37.23,1,Clicked,Active,19.12
U0255,02-10-2023,Premium,79.2,2,1,96.7,12-07-2024,15,15.97,8.77,67.14,1,Neutral,Neutral,2,31.83,0,Not Clicked,Active,79.5
U0256,05-07-2023,Standard,96.03,9,20,82.9,16-01-2024,40,16.41,39.15,52.32,1,Positive,Neutral,4,62.11,0,Clicked,Active,96.67
U0257,04-12-2022,Premium,36.23,1,6,67.9,06-10-2023,9,28.52,71.33,89.86,5,Positive,Neutral,0,16.43,1,Not Clicked,Inactive,72.71
U0258,03-10-2023,Standard,65.24,6,29,59.6,02-03-2024,23,79.28,65.94,16.44,4,Positive,Neutral,2,84.6,1,Clicked,Active,99.29
U0259,18-04-2023,Standard,98.37,9,15,111.1,01-05-2023,17,90.58,62.47,80.41,4,Positive,Neutral,4,81.24,1,Clicked,Active,65.11
U0260,31-05-2022,Premium,33.22,1,26,13.4,20-04-2023,48,97.51,28.25,79.2,3,Positive,Positive,2,47.65,1,Clicked,Active,21.75
U0261,19-02-2023,Basic,76.02,4,26,37.3,14-07-2023,17,23.23,37.8,12.72,3,Negative,Positive,4,85.27,1,Clicked,Active,20.38
U0262,25-10-2022,Premium,66.86,4,14,45.2,20-12-2022,6,88.13,10.29,39.86,5,Positive,Positive,1,24.71,1,Not Clicked,Inactive,32.46
U0263,03-09-2023,Basic,66.92,9,20,95,31-03-2024,3,32.83,71.9,17.02,4,Negative,Positive,4,1.76,1,Not Clicked,Active,0.71
U0264,20-09-2022,Standard,75.81,5,15,119.1,14-06-2023,25,11.28,50.39,25.47,1,Positive,Neutral,3,61.92,0,Clicked,Active,68.17
U0265,24-05-2022,Basic,94.37,5,14,32.7,19-12-2022,4,87,70.88,26.32,2,Positive,Neutral,0,45.79,1,Clicked,Active,26.87
U0266,12-12-2022,Standard,82.61,6,25,105.5,28-12-2022,15,63.61,24.89,55.62,5,Positive,Positive,4,56.72,1,Not Clicked,Active,81.52
U0267,16-09-2023,Basic,24.49,1,21,100.5,27-06-2024,34,16.47,32.44,41.14,2,Positive,N/A,2,89.93,1,Not Clicked,Active,35.92
U0268,26-07-2023,Premium,88.22,1,24,30.8,03-07-2024,25,42.98,33.42,94.77,1,Positive,N/A,2,96.99,0,Not Clicked,Active,48
U0269,02-01-2022,Premium,38.04,9,25,50.9,23-07-2022,17,28.73,2.57,12.64,1,Positive,Neutral,4,63.45,0,Not Clicked,Active,96.57
U0270,31-10-2022,Premium,50.15,3,26,52.1,06-02-2023,28,73.68,34.1,97.37,2,Positive,N/A,3,76.41,0,Clicked,Inactive,24.22
U0271,11-09-2022,Basic,56.94,4,5,117.5,16-06-2023,22,45.34,80.33,23.06,5,Positive,Neutral,4,8.38,1,Not Clicked,Active,72.13
U0272,14-10-2023,Standard,58.47,1,6,25.8,09-05-2024,13,98.93,89.73,77.29,2,Positive,Positive,1,16.07,0,Clicked,Active,75.51
U0273,29-03-2023,Standard,54.81,9,17,96.9,04-08-2023,14,5.47,51.82,33.9,5,Positive,N/A,3,73.32,0,Clicked,Active,22.1
U0274,06-02-2022,Basic,94.99,8,11,43.4,06-01-2023,48,35.5,45.55,14.31,5,Positive,Positive,4,43.14,0,Not Clicked,Active,50.1
U0275,09-06-2022,Basic,76.48,2,16,89.1,23-03-2023,32,48.19,3.08,85.79,3,Neutral,N/A,0,44.6,1,Not Clicked,Inactive,35.02
U0276,09-01-2022,Standard,70.49,8,12,53.3,17-09-2022,24,50.31,87.92,30.89,4,Neutral,Neutral,3,30.86,1,Not Clicked,Active,77.19
U0277,21-08-2022,Standard,23.99,7,15,71.5,12-05-2023,20,31.59,1.3,65.89,4,Positive,Neutral,4,60.74,1,Clicked,Active,62.25
U0278,09-04-2022,Standard,92.31,6,23,100.8,04-01-2023,16,72.92,94.48,56.64,1,Positive,Neutral,0,18.52,0,Clicked,Inactive,47.6
U0279,21-10-2023,Standard,92.75,1,4,97.5,25-04-2024,22,87.47,48.92,47.18,3,Positive,Neutral,4,62.69,0,Clicked,Active,77.94
U0280,27-07-2022,Basic,82.42,7,27,104.6,25-02-2023,42,93.87,34.19,49.58,4,Neutral,Positive,1,17.38,0,Not Clicked,Active,23.52
U0281,11-05-2022,Basic,20.56,7,18,11.9,17-02-2023,16,80.51,92.42,73.22,5,Positive,Neutral,2,6.38,0,Clicked,Active,75.36
U0282,08-02-2023,Basic,24.58,9,21,84.6,06-09-2023,13,85.06,2.44,8.78,5,Neutral,N/A,4,33.04,1,Not Clicked,Active,86.54
U0283,01-06-2022,Premium,38.02,1,28,21.1,31-05-2023,28,55.05,58.14,66.82,2,Positive,Neutral,3,23.11,0,Clicked,Inactive,87.86
U0284,23-02-2022,Basic,30.51,2,3,52.8,09-05-2022,19,82.59,54.89,89.58,2,Positive,Positive,4,88.9,0,Not Clicked,Active,78.37
U0285,30-04-2022,Basic,51.91,9,22,68.1,24-09-2022,29,30.35,21.93,5.78,5,Positive,Neutral,4,5.5,0,Not Clicked,Active,40.8
U0286,04-11-2023,Basic,93.81,9,8,51.3,19-09-2024,18,39.85,42.89,14.07,5,Positive,N/A,4,17.66,0,Clicked,Active,98.18
U0287,20-09-2023,Premium,57.76,6,23,64.8,19-04-2024,38,31.69,65.23,71.66,2,Neutral,Neutral,4,54.87,1,Clicked,Active,37.96
U0288,10-08-2023,Premium,21.07,6,3,119.6,26-11-2023,12,46.74,72.71,43.73,4,Positive,Neutral,3,48.11,0,Not Clicked,Inactive,63.86
U0289,17-09-2023,Standard,42.62,4,8,20.5,23-01-2024,17,28.56,0.07,40.35,1,Positive,N/A,3,4.59,1,Not Clicked,Active,16.11
U0290,24-02-2023,Standard,23.57,4,18,82.7,05-03-2023,22,96.16,93.69,13.7,2,Positive,Neutral,4,0.73,0,Not Clicked,Inactive,98.04
U0291,26-02-2023,Standard,22.9,5,10,50.5,13-04-2023,45,31.28,16.45,50.68,4,Neutral,Neutral,2,98.81,0,Not Clicked,Active,70.4
U0292,14-04-2022,Basic,42.06,3,25,20.3,22-02-2023,32,9.8,23.36,12.65,4,Positive,N/A,4,65.88,0,Clicked,Inactive,75.34
U0293,11-09-2022,Premium,42.05,1,20,23.3,15-12-2022,38,52.68,26.35,47.66,4,Positive,N/A,3,36.54,0,Not Clicked,Active,6.58
U0294,15-08-2022,Standard,82.97,1,17,114.2,25-11-2022,39,5.71,3.78,76.36,3,Positive,Positive,1,47.04,1,Clicked,Active,76.34
U0295,22-04-2022,Standard,97.99,7,8,106.2,29-03-2023,17,11.05,12.31,25.83,3,Positive,Positive,4,26.66,0,Not Clicked,Inactive,77.47
U0296,25-05-2023,Standard,49.7,1,23,109.3,17-10-2023,8,21.94,98.63,48.08,4,Neutral,N/A,4,34.49,0,Clicked,Inactive,67.18
U0297,18-04-2023,Standard,54.31,1,11,119,14-05-2023,32,46.44,31.52,99.2,5,Positive,Positive,4,64.9,0,Not Clicked,Active,29.19
U0298,09-04-2022,Standard,87.58,3,29,29,14-11-2022,31,43.33,11.53,68.67,3,Positive,N/A,4,88.28,0,Clicked,Active,48.97
U0299,02-06-2022,Premium,41.45,4,5,45.9,19-06-2022,16,79.97,10.7,84.14,2,Positive,Positive,0,18.41,1,Clicked,Active,11.04
U0300,04-12-2022,Premium,32.51,4,26,82,19-05-2023,18,73.95,71.95,41.48,3,Negative,Neutral,4,84.04,0,Clicked,Inactive,47.16
U0301,07-12-2023,Standard,88.25,2,13,60.6,26-02-2024,26,42.63,85.46,76.79,5,Positive,Positive,3,12.16,0,Not Clicked,Active,24.38
U0302,12-06-2022,Standard,23.72,1,21,53.1,22-08-2022,5,33.37,25.7,4.05,1,Positive,N/A,3,21.5,1,Not Clicked,Inactive,34.91
U0303,21-12-2023,Basic,69.58,3,23,46.1,25-10-2024,34,31.65,2.09,12.29,3,Negative,N/A,0,3.72,0,Not Clicked,Inactive,16.26
U0304,12-11-2023,Standard,64.96,4,5,73.3,22-07-2024,36,77.4,22.31,20.31,4,Positive,Negative,4,14.08,0,Clicked,Inactive,23.01
U0305,10-06-2022,Basic,47.67,3,24,71.2,18-11-2022,33,5.21,5.65,40.2,4,Negative,N/A,2,91.73,0,Not Clicked,Active,7.66
U0306,03-08-2023,Standard,45.22,8,27,23.6,24-06-2024,19,1.28,10.34,84.57,4,Positive,Positive,4,45.94,0,Not Clicked,Active,91.99
U0307,02-02-2023,Premium,81.75,1,13,59.3,11-03-2023,24,79.55,43.15,34.63,1,Positive,Positive,3,7.77,1,Clicked,Inactive,53.04
U0308,04-10-2022,Standard,26.91,2,6,68.6,22-04-2023,3,47.71,22.99,65.46,5,Neutral,N/A,1,95.97,0,Clicked,Inactive,39.67
U0309,19-05-2023,Standard,38.94,7,29,70.6,04-12-2023,9,13.09,51.59,70.93,2,Neutral,N/A,1,87.9,1,Clicked,Inactive,53.5
U0310,27-01-2023,Basic,78.6,4,5,29.2,08-10-2023,9,23.56,25.35,58.62,5,Positive,N/A,2,75.47,0,Clicked,Active,62.83
U0311,15-05-2022,Basic,63.87,8,9,90.4,09-11-2022,23,93.25,94.05,35.72,1,Negative,N/A,4,93.35,1,Clicked,Inactive,92.19
U0312,14-07-2022,Standard,30.24,3,27,7.9,17-08-2022,20,85.95,90.59,57.71,4,Positive,Neutral,0,22.01,0,Not Clicked,Active,17.87
U0313,05-02-2023,Basic,90.57,6,16,45.8,27-04-2023,10,70.98,56.68,34.23,5,Neutral,Positive,4,83.64,0,Clicked,Active,29.56
U0314,02-10-2023,Basic,51.48,9,2,94.7,08-05-2024,26,48.22,35.44,8.39,2,Positive,N/A,2,69,0,Not Clicked,Inactive,97.58
U0315,02-02-2022,Standard,86.23,1,1,69.8,09-07-2022,15,52.03,38.11,99.28,4,Positive,Neutral,2,86.98,0,Not Clicked,Active,37.12
U0316,19-11-2023,Standard,83.02,1,8,35,22-11-2023,25,97.52,41.19,12.72,2,Negative,Neutral,2,79.69,1,Not Clicked,Inactive,2.26
U0317,05-04-2023,Standard,69.95,8,28,84.9,18-09-2023,29,96.58,72.76,7.23,3,Negative,Negative,1,34.65,1,Not Clicked,Active,14.76
U0318,15-04-2023,Basic,59.56,3,19,70.2,04-11-2023,48,21.53,45.16,87.85,2,Positive,Positive,4,77.44,0,Clicked,Active,2.63
U0319,10-01-2023,Standard,98.36,5,11,96.6,22-07-2023,15,81.11,85.67,30.18,4,Positive,N/A,4,26.25,0,Not Clicked,Active,98.99
U0320,22-01-2022,Standard,31.6,1,28,89.5,13-09-2022,6,19.72,94.41,65.03,3,Positive,Positive,0,32.86,0,Clicked,Active,27.89
U0321,01-11-2023,Standard,78.01,5,12,75.2,24-05-2024,15,21.35,33.59,32.9,4,Positive,N/A,2,10.79,1,Not Clicked,Active,92.35
U0322,07-02-2022,Standard,35.3,6,12,61.1,06-07-2022,34,67.61,56.07,39.15,4,Positive,Negative,2,93.51,1,Not Clicked,Inactive,99.59
U0323,18-08-2022,Basic,47.06,8,7,20.3,23-01-2023,15,40.5,9.51,26.21,3,Positive,Neutral,3,29.1,0,Not Clicked,Inactive,59.98
U0324,31-12-2022,Standard,44.7,3,26,35.1,05-10-2023,39,93.15,20.05,34.3,2,Positive,Neutral,3,52.06,1,Not Clicked,Active,3.32
U0325,17-07-2023,Standard,95.76,3,13,53.2,15-05-2024,11,8.9,41.35,41.07,1,Neutral,Positive,1,39.13,1,Clicked,Active,8.16
U0326,14-03-2023,Premium,97.39,9,27,73.9,26-08-2023,34,51.15,20.62,72.04,1,Positive,Neutral,4,95.99,0,Clicked,Inactive,48.16
U0327,10-10-2022,Standard,34.64,4,8,64.1,16-08-2023,48,91.85,87.66,51.15,1,Positive,Neutral,0,33.5,1,Not Clicked,Inactive,40.62
U0328,27-01-2022,Standard,21.76,4,29,38.1,04-04-2022,20,90.41,15.83,94.36,1,Positive,Neutral,0,77.85,0,Clicked,Inactive,60.62
U0329,14-08-2022,Standard,77.6,7,29,5.7,09-11-2022,49,15.65,45.57,4.19,5,Neutral,Positive,2,85.54,0,Not Clicked,Inactive,43.88
U0330,04-10-2022,Standard,53.44,2,22,62.1,08-05-2023,42,36.66,60.57,50.31,1,Positive,Positive,0,43.56,0,Clicked,Active,93.41
U0331,01-09-2023,Premium,27.11,8,28,37.8,01-09-2023,35,61.91,69.19,58.42,3,Positive,Positive,2,37.82,0,Not Clicked,Active,53.47
U0332,11-10-2022,Standard,74.7,6,26,89.5,22-02-2023,47,15.94,38.31,92.02,1,Neutral,Negative,4,74.77,0,Clicked,Active,69.37
U0333,26-04-2023,Standard,63.61,3,9,7.8,27-10-2023,16,96.8,86.91,4.92,4,Neutral,Positive,0,91.29,0,Not Clicked,Active,89.65
U0334,29-03-2023,Standard,98.44,9,7,72.3,13-03-2024,31,91.47,56.83,57.35,1,Neutral,N/A,2,75.49,1,Not Clicked,Inactive,14.69
U0335,21-10-2023,Standard,38.19,5,26,113.3,08-03-2024,40,16.7,43.95,85.36,2,Negative,Negative,4,22.71,0,Clicked,Active,22.97
U0336,31-05-2023,Standard,52.32,8,21,25.1,13-09-2023,5,12.12,6.72,24.19,3,Neutral,N/A,4,88.83,0,Clicked,Inactive,10.73
U0337,01-07-2023,Premium,63.4,7,24,59.2,10-11-2023,23,8.54,46.47,87.63,3,Neutral,N/A,2,38.76,1,Clicked,Inactive,13.96
U0338,11-07-2022,Standard,83.34,8,15,15.5,26-10-2022,26,90.94,82.07,1.9,5,Positive,Positive,2,57.62,0,Clicked,Inactive,51.26
U0339,18-02-2022,Standard,63.91,7,2,77,14-08-2022,19,19.36,61.45,73.25,4,Positive,N/A,1,83.14,0,Clicked,Inactive,32.12
U0340,27-05-2023,Premium,69.03,3,23,68.3,19-03-2024,24,41.63,83.22,93.31,3,Positive,Neutral,4,18.84,1,Clicked,Active,42.32
